DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/05/2016,17:00,MANHATTAN,10048,40.7136919,-74.0137542,"(40.713692, -74.013754)",WEST STREET,VESEY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405378,PASSENGER VEHICLE,,,,
04/04/2016,12:15,MANHATTAN,10013,40.7221214,-74.0097695,"(40.722121, -74.009769)",GREENWICH STREET,LAIGHT STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3405379,OTHER,,,,
04/04/2016,19:00,,,,,,WATER STREET,FULTON STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405380,PASSENGER VEHICLE,,,,
04/05/2016,11:30,MANHATTAN,10013,40.7204364,-74.0066956,"(40.720436, -74.006696)",VARICK STREET,BEACH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405381,PICK-UP TRUCK,OTHER,,,
04/05/2016,16:15,MANHATTAN,10048,40.7136919,-74.0137542,"(40.713692, -74.013754)",VESEY STREET,WEST STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405382,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/04/2016,18:15,MANHATTAN,10006,40.7109059,-74.014457,"(40.710906, -74.014457)",LIBERTY STREET,WEST STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405383,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/04/2016,18:30,MANHATTAN,10005,40.7072203,-74.007459,"(40.70722, -74.007459)",MAIDEN LANE,GOLD STREET,,0,0,0,0,0,0,0,0,Physical Disability,Physical Disability,,,,3405384,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/05/2016,15:06,MANHATTAN,10004,40.7067007,-74.0160467,"(40.706701, -74.016047)",WEST STREET,MORRIS STREET,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405385,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/05/2016,9:43,MANHATTAN,10007,40.7137967,-74.0088304,"(40.713797, -74.00883)",MURRAY STREET,CHURCH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405386,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/05/2016,7:30,MANHATTAN,10013,40.7193963,-74.0018831,"(40.719396, -74.001883)",CANAL STREET,BROADWAY,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405387,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/05/2016,10:45,MANHATTAN,10004,40.7040414,-74.013186,"(40.704041, -74.013186)",STONE STREET,WHITEHALL STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3405388,PASSENGER VEHICLE,,,,
04/04/2016,16:30,MANHATTAN,10004,40.7051478,-74.0099834,"(40.705148, -74.009983)",WILLIAM STREET,BEAVER STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405389,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/05/2016,16:00,MANHATTAN,10038,40.7116559,-74.005829,"(40.711656, -74.005829)",SPRUCE STREET,NASSAU STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405390,PASSENGER VEHICLE,OTHER,,,
04/06/2016,19:48,MANHATTAN,10007,40.7164669,-74.0130802,"(40.716467, -74.01308)",WEST STREET,WARREN STREET,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3405391,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/05/2016,16:54,,,,,,NORTH END AVENUE,MURRAY STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3405392,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/05/2016,6:50,MANHATTAN,10005,40.7052305,-74.0047501,"(40.705231, -74.00475)",SOUTH STREET,MAIDEN LANE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405393,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/05/2016,15:41,MANHATTAN,10006,40.7077575,-74.015643,"(40.707758, -74.015643)",WEST STREET,WARD STREET,,0,0,0,0,0,0,0,0,Lane Marking Improper/Inadequate,Lane Marking Improper/Inadequate,,,,3405394,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/06/2016,17:05,MANHATTAN,10006,40.7109059,-74.014457,"(40.710906, -74.014457)",LIBERTY STREET,WEST STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405395,PASSENGER VEHICLE,,,,
04/04/2016,15:53,MANHATTAN,10038,40.709913,-74.0060886,"(40.709913, -74.006089)",ANN STREET,WILLIAM STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3405396,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2016,19:50,,,,,,,,,3,0,0,0,0,0,3,0,Physical Disability,Physical Disability,,,,3405397,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/06/2016,17:42,MANHATTAN,10012,40.7246333,-73.9985857,"(40.724633, -73.998586)",MERCER STREET,PRINCE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405398,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/06/2016,13:00,MANHATTAN,10013,40.7260327,-74.0095969,"(40.726033, -74.009597)",,,330 SPRING STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405399,VAN,PASSENGER VEHICLE,,,
04/06/2016,22:40,MANHATTAN,10005,40.7079778,-74.0080037,"(40.707978, -74.008004)",MAIDEN LANE,WILLIAM STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3405400,PASSENGER VEHICLE,,,,
04/07/2016,17:44,MANHATTAN,10004,40.7030999,-74.0129983,"(40.7031, -74.012998)",WHITEHALL STREET,PEARL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405401,OTHER,PASSENGER VEHICLE,,,
03/31/2016,13:30,MANHATTAN,10007,40.7164669,-74.0130802,"(40.716467, -74.01308)",WARREN STREET,WEST STREET,,0,0,0,0,0,0,0,0,,,,,,3405402,PASSENGER VEHICLE,,,,
04/07/2016,13:45,MANHATTAN,10012,40.7237962,-74.000368,"(40.723796, -74.000368)",SPRING STREET,GREENE STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405403,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2016,13:55,,,,,,CANAL STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405404,PASSENGER VEHICLE,,,,
04/06/2016,13:45,MANHATTAN,10013,40.7182736,-74.0053246,"(40.718274, -74.005325)",CHURCH STREET,FRANKLIN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3405405,,,,,
04/06/2016,13:00,MANHATTAN,10038,40.7082277,-74.0065321,"(40.708228, -74.006532)",JOHN STREET,GOLD STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405406,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2016,14:11,MANHATTAN,10004,40.7067007,-74.0160467,"(40.706701, -74.016047)",WEST STREET,MORRIS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405407,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/06/2016,10:30,MANHATTAN,10013,40.7205573,-74.0035102,"(40.720557, -74.00351)",CANAL STREET,CHURCH STREET,,0,0,0,0,0,0,0,0,,,,,,3405408,PASSENGER VEHICLE,,,,
04/07/2016,12:00,MANHATTAN,10013,40.7256734,-74.0057798,"(40.725673, -74.00578)",VARICK STREET,SPRING STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3405409,,,,,
04/08/2016,1:50,MANHATTAN,10004,40.7047603,-74.0149606,"(40.70476, -74.014961)",GREENWICH STREET,BATTERY PLACE,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405410,PASSENGER VEHICLE,,,,
04/06/2016,11:30,MANHATTAN,10013,40.7225499,-74.006299,"(40.72255, -74.006299)",VARICK STREET,CANAL STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405411,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,18:30,MANHATTAN,10013,40.7186277,-74.0025397,"(40.718628, -74.00254)",BROADWAY,WALKER STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405412,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/09/2016,5:30,MANHATTAN,10038,40.7097041,-74.0100599,"(40.709704, -74.01006)",,,172 BROADWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405413,PASSENGER VEHICLE,OTHER,,,
04/08/2016,17:00,MANHATTAN,10005,40.7067235,-74.0067808,"(40.706724, -74.006781)",MAIDEN LANE,PEARL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405414,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,20:00,MANHATTAN,10013,40.7221822,-74.0006566,"(40.722182, -74.000657)",MERCER STREET,BROOME STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405415,OTHER,PASSENGER VEHICLE,,,
04/08/2016,11:00,,,,,,SPRING STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405416,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,7:17,MANHATTAN,10013,40.7220584,-74.0090588,"(40.722058, -74.009059)",LAIGHT STREET,COLLISTER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405417,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2016,10:10,MANHATTAN,10038,40.7073878,-74.0054824,"(40.707388, -74.005482)",PEARL STREET,JOHN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405418,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2016,12:15,MANHATTAN,10004,40.7035777,-74.0115954,"(40.703578, -74.011595)",BROAD STREET,BRIDGE STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3405419,PASSENGER VEHICLE,,,,
04/08/2016,18:49,,,,,,WEST STREET,CANAL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405420,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,11:15,MANHATTAN,10038,40.7108271,-74.0033798,"(40.710827, -74.00338)",GOLD STREET,FRANKFORT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405421,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/09/2016,17:30,MANHATTAN,10014,40.7269581,-74.0034456,"(40.726958, -74.003446)",AVENUE OF THE AMERICAS,CHARLTON STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405422,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/09/2016,17:35,MANHATTAN,10012,40.7257971,-73.9976116,"(40.725797, -73.997612)",WEST HOUSTON STREET,MERCER STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3405423,PASSENGER VEHICLE,,,,
04/08/2016,17:35,MANHATTAN,10013,40.7208537,-74.0039287,"(40.720854, -74.003929)",WOOSTER STREET,CANAL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405424,PASSENGER VEHICLE,,,,
04/09/2016,4:05,MANHATTAN,10013,40.7225499,-74.006299,"(40.72255, -74.006299)",VARICK STREET,CANAL STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3405425,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2016,2:05,,,,,,CANAL STREET,HUDSON STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405426,PASSENGER VEHICLE,,,,
04/08/2016,19:35,MANHATTAN,10013,40.723977,-74.0083014,"(40.723977, -74.008301)",CANAL STREET,WATTS STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405427,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/04/2016,14:25,MANHATTAN,10038,40.7096605,-74.0048261,"(40.709661, -74.004826)",GOLD STREET,BEEKMAN STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,3405429,,,,,
04/08/2016,17:58,,,,,,OLD SLIP,SOUTH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405430,,,,,
04/06/2016,14:30,MANHATTAN,10013,40.7236259,-74.0047875,"(40.723626, -74.004787)",WATTS STREET,AVENUE OF THE AMERICAS,,2,0,2,0,0,0,0,0,Outside Car Distraction,,,,,3405431,PASSENGER VEHICLE,,,,
04/04/2016,18:04,,,,,,,,,2,0,0,0,0,0,2,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405432,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2016,19:00,MANHATTAN,10006,40.7084958,-74.0153438,"(40.708496, -74.015344)",WEST STREET,RECTOR STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405433,PASSENGER VEHICLE,,,,
04/08/2016,9:05,,,,,,NORTH END AVENUE,MURRAY STREET,,0,0,0,0,0,0,0,0,,,,,,3405434,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,10:38,MANHATTAN,10004,40.7047985,-74.0166846,"(40.704799, -74.016685)",BATTERY PLACE,WEST STREET,,0,0,0,0,0,0,0,0,,,,,,3405435,PASSENGER VEHICLE,,,,
04/08/2016,12:00,MANHATTAN,10013,40.7180129,-74.0047329,"(40.718013, -74.004733)",,,82 FRANKLIN STREET,0,0,0,0,0,0,0,0,,,,,,3405436,PASSENGER VEHICLE,,,,
04/08/2016,16:12,MANHATTAN,10013,40.7194676,-74.0043723,"(40.719468, -74.004372)",CHURCH STREET,WALKER STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405437,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,16:56,MANHATTAN,10013,40.7162809,-74.0045344,"(40.716281, -74.004534)",WORTH STREET,BROADWAY,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405438,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,19:41,MANHATTAN,10014,40.7276662,-74.0031714,"(40.727666, -74.003171)",AVENUE OF THE AMERICAS,KING STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405439,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/09/2016,16:12,MANHATTAN,10013,40.7206286,-74.0052093,"(40.720629, -74.005209)",AVENUE OF THE AMERICAS,LISPENARD STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405440,PASSENGER VEHICLE,,,,
04/09/2016,13:30,MANHATTAN,10013,40.7165881,-74.0083799,"(40.716588, -74.00838)",WEST BROADWAY,DUANE STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405441,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2016,12:00,MANHATTAN,10013,40.7208537,-74.0039287,"(40.720854, -74.003929)",WOOSTER STREET,CANAL STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405442,PASSENGER VEHICLE,BICYCLE,,,
04/10/2016,17:26,MANHATTAN,10013,40.7223853,-74.0037664,"(40.722385, -74.003766)",GRAND STREET,WEST BROADWAY,,0,0,0,0,0,0,0,0,Illness,Illness,,,,3405443,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2016,18:05,MANHATTAN,10013,40.7250257,-74.0058952,"(40.725026, -74.005895)",VARICK STREET,DOMINICK STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405444,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2016,20:13,MANHATTAN,10013,40.7213532,-74.0046358,"(40.721353, -74.004636)",CANAL STREET,WEST BROADWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405445,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,6:00,,,,,,VESEY STREET,NORTH END AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405446,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/04/2016,14:00,MANHATTAN,10038,40.7094245,-74.0051471,"(40.709425, -74.005147)",GOLD STREET,ANN STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Oversized Vehicle,,,,3405447,PASSENGER VEHICLE,,,,
04/11/2016,9:00,MANHATTAN,10005,40.7051837,-74.0073938,"(40.705184, -74.007394)",WATER STREET,WALL STREET,,0,0,0,0,0,0,0,0,Illness,Illness,,,,3405448,PASSENGER VEHICLE,,,,
04/11/2016,19:27,,,40.7024547,-74.0089269,"(40.702455, -74.008927)",,,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3405449,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/08/2016,9:00,MANHATTAN,10005,40.7071077,-74.008844,"(40.707108, -74.008844)",,,60 WILLIAM STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405450,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/11/2016,11:20,MANHATTAN,10013,40.7176779,-74.0057791,"(40.717678, -74.005779)",LEONARD STREET,CHURCH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405451,MOTORCYCLE,OTHER,,,
04/11/2016,14:10,MANHATTAN,10004,40.7050021,-74.0126307,"(40.705002, -74.012631)",BEAVER STREET,NEW STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405452,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,19:00,MANHATTAN,10006,40.7109059,-74.014457,"(40.710906, -74.014457)",WEST STREET,LIBERTY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405453,PASSENGER VEHICLE,OTHER,,,
04/12/2016,11:30,MANHATTAN,10006,40.7076833,-74.0156791,"(40.707683, -74.015679)",WEST STREET,WEST THAMES STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405454,PASSENGER VEHICLE,,,,
04/12/2016,19:36,MANHATTAN,10004,40.7067007,-74.0160467,"(40.706701, -74.016047)",WEST STREET,MORRIS STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405455,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,16:30,MANHATTAN,10007,40.7159981,-74.0070956,"(40.715998, -74.007096)",CHURCH STREET,DUANE STREET,,0,0,0,0,0,0,0,0,,,,,,3405456,PASSENGER VEHICLE,,,,
04/12/2016,19:17,MANHATTAN,10004,40.706237,-74.014337,"(40.706237, -74.014337)",MORRIS STREET,GREENWICH STREET,,0,0,0,0,0,0,0,0,,,,,,3405457,PASSENGER VEHICLE,,,,
04/12/2016,18:14,MANHATTAN,10012,40.7242353,-73.9977848,"(40.724235, -73.997785)",BROADWAY,PRINCE STREET,,0,0,0,0,0,0,0,0,,,,,,3405458,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,7:00,MANHATTAN,10013,40.7207545,-74.0100687,"(40.720755, -74.010069)",GREENWICH STREET,BEACH STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405459,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,5:30,MANHATTAN,10013,40.7204364,-74.0066956,"(40.720436, -74.006696)",ERICSSON PLACE,VARICK STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3405460,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,10:40,MANHATTAN,10013,40.7193963,-74.0018831,"(40.719396, -74.001883)",CANAL STREET,BROADWAY,,1,0,1,0,0,0,0,0,Unspecified,,,,,3405461,PASSENGER VEHICLE,,,,
04/12/2016,15:00,MANHATTAN,10013,40.7193963,-74.0018831,"(40.719396, -74.001883)",CANAL STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405462,PASSENGER VEHICLE,,,,
04/13/2016,0:20,,,,,,AVENUE OF THE AMERICAS,CANAL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405463,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,9:21,,,40.7079682,-73.9997427,"(40.707968, -73.999743)",,,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405464,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,11:30,,,,,,CANAL STREET,HUDSON STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405465,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,14:10,,,,,,FULTON STREET,WATER STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3405466,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,18:06,MANHATTAN,10005,40.7086145,-74.0093708,"(40.708615, -74.009371)",NASSAU STREET,LIBERTY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405467,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,13:10,MANHATTAN,10048,40.7136919,-74.0137542,"(40.713692, -74.013754)",WEST STREET,VESEY STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405468,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,15:20,MANHATTAN,10013,40.7206286,-74.0052093,"(40.720629, -74.005209)",AVENUE OF THE AMERICAS,LISPENARD STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405469,PASSENGER VEHICLE,,,,
04/14/2016,11:15,MANHATTAN,10005,40.7061417,-74.0060197,"(40.706142, -74.00602)",WATER STREET,MAIDEN LANE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405470,PASSENGER VEHICLE,,,,
04/14/2016,17:00,MANHATTAN,10038,40.7101656,-74.0042527,"(40.710166, -74.004253)",SPRUCE STREET,GOLD STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405472,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2016,8:30,MANHATTAN,10013,40.7244026,-74.0060394,"(40.724403, -74.006039)",VARICK STREET,BROOME STREET,,0,0,0,0,0,0,0,0,Illness,Illness,,,,3405473,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/15/2016,7:20,MANHATTAN,10013,40.7231208,-74.0062341,"(40.723121, -74.006234)",VARICK STREET,GRAND STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405474,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/14/2016,17:14,MANHATTAN,10013,40.7259889,-74.0090954,"(40.725989, -74.009095)",SPRING STREET,GREENWICH STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3405475,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/15/2016,9:44,MANHATTAN,10007,40.7132559,-74.009256,"(40.713256, -74.009256)",CHURCH STREET,PARK PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405476,PASSENGER VEHICLE,,,,
04/14/2016,16:15,MANHATTAN,10013,40.7191548,-74.0020923,"(40.719155, -74.002092)",LISPENARD STREET,BROADWAY,,0,0,0,0,0,0,0,0,,,,,,3405477,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2016,11:40,MANHATTAN,10013,40.7240895,-74.0094235,"(40.72409, -74.009423)",GREENWICH STREET,WATTS STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405478,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2016,7:35,MANHATTAN,10004,40.7047985,-74.0166846,"(40.704799, -74.016685)",WEST STREET,BATTERY PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405479,PASSENGER VEHICLE,,,,
04/14/2016,21:40,MANHATTAN,10013,40.7171234,-74.0079579,"(40.717123, -74.007958)",WEST BROADWAY,THOMAS STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3405480,PASSENGER VEHICLE,,,,
04/15/2016,17:37,MANHATTAN,10013,40.7205573,-74.0035102,"(40.720557, -74.00351)",CANAL STREET,CHURCH STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405481,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/15/2016,18:00,,,,,,LIBERTY STREET,WASHINGTON STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3405482,SMALL COM VEH(4 TIRES),,,,
04/15/2016,16:00,MANHATTAN,10038,40.7082277,-74.0065321,"(40.708228, -74.006532)",JOHN STREET,GOLD STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405483,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/11/2016,22:36,MANHATTAN,10013,40.7236259,-74.0047875,"(40.723626, -74.004787)",WATTS STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405484,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/15/2016,18:50,MANHATTAN,10013,40.7219679,-74.0082326,"(40.721968, -74.008233)",HUDSON STREET,LAIGHT STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405485,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/16/2016,1:00,,,,,,CANAL STREET,HUDSON STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3405486,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2016,21:30,,,,,,MURRAY STREET,NORTH END AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405487,PASSENGER VEHICLE,,,,
04/15/2016,9:10,,,,,,CANAL STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405488,PASSENGER VEHICLE,OTHER,,,
